日期	委托时间	标的	交易类型	下单类型	成交数量	成交价	成交额	平仓盈亏	手续费

									
2020-01-02	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	9500股	5.239	49,770.50	0.00	9.95
 	 	 	 	 	 	 	 	 	 
2020-01-03	09:35:00	深证100ETF易方达(159901.XSHE)	卖	市价单	-9500股	5.319	-50,530.50	760.00	10.11
2020-01-03	09:35:00	红利ETF工银(159905.XSHE)	买	市价单	23800股	2.097	49,908.60	0.00	9.98
 	 	 	 	 	 	 	 	 	 
2020-01-06	09:35:00	红利ETF工银(159905.XSHE)	卖	市价单	-23800股	2.06	-49,028.00	-880.60	9.81
2020-01-06	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	9400股	5.25	49,350.00	0.00	9.87
 	 	 	 	 	 	 	 	 	 
2020-01-07	09:35:00	深证100ETF易方达(159901.XSHE)	卖	市价单	-9400股	5.304	-49,857.60	507.60	9.97
2020-01-07	09:35:00	中小100ETF华夏(159902.XSHE)	买	市价单	14700股	3.392	49,862.40	0.00	9.97
 	 	 	 	 	 	 	 	 	 
2020-01-23	09:35:00	中小100ETF华夏(159902.XSHE)	卖	市价单	-14700股	3.539	-52,023.30	2,160.90	10.40
2020-01-23	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	26200股	1.909	50,015.80	0.00	10.00
 	 	 	 	 	 	 	 	 	 
2020-02-06	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-26200股	1.847	-48,391.40	-1,624.40	9.68
2020-02-06	09:35:00	医药ETF(159929.XSHE)	买	市价单	30200股	1.68	50,736.00	0.00	10.15
 	 	 	 	 	 	 	 	 	 
2020-02-14	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-30200股	1.697	-51,249.40	513.40	10.25
2020-02-14	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	25600股	1.991	50,969.60	0.00	10.19
 	 	 	 	 	 	 	 	 	 
2020-02-26	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-25600股	2.164	-55,398.40	4,428.80	11.08
2020-02-26	09:35:00	中小100ETF华夏(159902.XSHE)	买	市价单	13400股	3.801	50,933.40	0.00	10.19
 	 	 	 	 	 	 	 	 	 
2020-02-28	09:35:00	中小100ETF华夏(159902.XSHE)	卖	市价单	-13400股	3.627	-48,601.80	-2,331.60	9.72
2020-02-28	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	24800股	2.056	50,988.80	0.00	10.20
 	 	 	 	 	 	 	 	 	 
2020-03-09	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-24800股	2.079	-51,559.20	570.40	10.31
2020-03-09	09:35:00	消费ETF(159928.XSHE)	买	市价单	16500股	3.137	51,760.50	0.00	10.35
 	 	 	 	 	 	 	 	 	 
2020-03-19	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-16500股	2.83	-46,695.00	-5,065.50	9.34
 	 	 	 	 	 	 	 	 	 
2020-04-08	09:35:00	医药ETF(159929.XSHE)	买	市价单	28500股	1.711	48,763.50	0.00	9.75
 	 	 	 	 	 	 	 	 	 
2020-04-09	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-28500股	1.722	-49,077.00	313.50	9.82
2020-04-09	09:35:00	黄金ETF博时(159937.XSHE)	买	市价单	13400股	3.643	48,816.20	0.00	9.76
 	 	 	 	 	 	 	 	 	 
2020-04-13	09:35:00	黄金ETF博时(159937.XSHE)	卖	市价单	-13400股	3.675	-49,245.00	428.80	9.85
2020-04-13	09:35:00	医药ETF(159929.XSHE)	买	市价单	27900股	1.75	48,825.00	0.00	9.76
 	 	 	 	 	 	 	 	 	 
2020-04-30	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-27900股	1.78	-49,662.00	837.00	9.93
2020-04-30	09:35:00	消费ETF(159928.XSHE)	买	市价单	14800股	3.283	48,588.40	0.00	9.72
 	 	 	 	 	 	 	 	 	 
2020-05-07	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-14800股	3.31	-48,988.00	399.60	9.80
2020-05-07	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	24700股	2.031	50,165.70	0.00	10.03
 	 	 	 	 	 	 	 	 	 
2020-05-25	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-24700股	1.968	-48,609.60	-1,556.10	9.72
2020-05-25	09:35:00	黄金ETF易方达(159934.XSHE)	买	市价单	12800股	3.826	48,972.80	0.00	9.79
 	 	 	 	 	 	 	 	 	 
2020-06-03	09:35:00	黄金ETF易方达(159934.XSHE)	卖	市价单	-12800股	3.822	-48,921.60	-51.20	9.78
2020-06-03	09:35:00	黄金ETF博时(159937.XSHE)	买	市价单	12700股	3.852	48,920.40	0.00	9.78
 	 	 	 	 	 	 	 	 	 
2020-06-05	09:35:00	黄金ETF博时(159937.XSHE)	卖	市价单	-12700股	3.843	-48,806.10	-114.30	9.76
2020-06-05	09:35:00	医药ETF广发(159938.XSHE)	买	市价单	28700股	1.701	48,818.70	0.00	9.76
 	 	 	 	 	 	 	 	 	 
2020-06-30	09:35:00	医药ETF广发(159938.XSHE)	卖	市价单	-28700股	1.911	-54,845.70	6,027.00	10.97
2020-06-30	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	21200股	2.312	49,014.40	0.00	9.80
 	 	 	 	 	 	 	 	 	 
2020-07-03	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-21200股	2.327	-49,332.40	318.00	9.87
2020-07-03	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	8900股	6.168	54,895.20	0.00	10.98
 	 	 	 	 	 	 	 	 	 
2020-07-07	09:35:00	深证100ETF易方达(159901.XSHE)	卖	市价单	-8900股	6.599	-58,731.10	3,835.90	11.75
2020-07-07	09:35:00	医药ETF(159929.XSHE)	买	市价单	26100股	2.138	55,801.80	0.00	11.16
 	 	 	 	 	 	 	 	 	 
2020-07-10	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-26100股	2.304	-60,134.40	4,332.60	12.03
2020-07-10	09:35:00	中证500ETF嘉实(159922.XSHE)	买	市价单	7700股	7.179	55,278.30	0.00	11.06
 	 	 	 	 	 	 	 	 	 
2020-07-13	09:35:00	中证500ETF嘉实(159922.XSHE)	卖	市价单	-7700股	7.268	-55,963.60	685.30	11.19
2020-07-13	09:35:00	能源ETF(159930.XSHE)	买	市价单	88500股	0.633	56,020.50	0.00	11.20
 	 	 	 	 	 	 	 	 	 
2020-07-21	09:35:00	能源ETF(159930.XSHE)	卖	市价单	-88500股	0.623	-55,135.50	-885.00	11.03
2020-07-21	09:35:00	医药ETF(159929.XSHE)	买	市价单	24200股	2.311	55,926.20	0.00	11.19
 	 	 	 	 	 	 	 	 	 
2020-07-23	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-24200股	2.403	-58,152.60	2,226.40	11.63
2020-07-23	09:35:00	中证500ETF嘉实(159922.XSHE)	买	市价单	7800股	7.156	55,816.80	0.00	11.16
 	 	 	 	 	 	 	 	 	 
2020-07-24	09:35:00	中证500ETF嘉实(159922.XSHE)	卖	市价单	-7800股	7.126	-55,582.80	-234.00	11.12
2020-07-24	09:35:00	中小100ETF华夏(159902.XSHE)	买	市价单	12600股	4.431	55,830.60	0.00	11.17
 	 	 	 	 	 	 	 	 	 
2020-07-27	09:35:00	中小100ETF华夏(159902.XSHE)	卖	市价单	-12600股	4.252	-53,575.20	-2,255.40	10.72
2020-07-27	09:35:00	消费ETF(159928.XSHE)	买	市价单	13100股	4.261	55,819.10	0.00	11.16
 	 	 	 	 	 	 	 	 	 
2020-07-31	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-13100股	4.428	-58,006.80	2,187.70	11.60
2020-07-31	09:35:00	医药ETF(159929.XSHE)	买	市价单	22600股	2.467	55,754.20	0.00	11.15
 	 	 	 	 	 	 	 	 	 
2020-08-10	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-22600股	2.462	-55,641.20	-113.00	11.13
2020-08-10	09:35:00	黄金ETF易方达(159934.XSHE)	买	市价单	15000股	4.308	64,620.00	0.00	12.92
 	 	 	 	 	 	 	 	 	 
2020-08-19	09:35:00	黄金ETF易方达(159934.XSHE)	卖	市价单	-15000股	4.169	-62,535.00	-2,085.00	12.51
2020-08-19	09:35:00	中证500ETF嘉实(159922.XSHE)	买	市价单	8500股	7.337	62,364.50	0.00	12.47
 	 	 	 	 	 	 	 	 	 
2020-08-20	09:35:00	中证500ETF嘉实(159922.XSHE)	卖	市价单	-8500股	7.198	-61,183.00	-1,181.50	12.24
2020-08-20	09:35:00	消费ETF(159928.XSHE)	买	市价单	13700股	4.474	61,293.80	0.00	12.26
 	 	 	 	 	 	 	 	 	 
2020-09-15	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-13700股	4.506	-61,732.20	438.40	12.35
2020-09-15	09:35:00	红利ETF工银(159905.XSHE)	买	市价单	26600股	2.325	61,845.00	0.00	12.37
 	 	 	 	 	 	 	 	 	 
2020-09-16	09:35:00	红利ETF工银(159905.XSHE)	卖	市价单	-26600股	2.346	-62,403.60	558.60	12.48
2020-09-16	09:35:00	消费ETF(159928.XSHE)	买	市价单	13700股	4.544	62,252.80	0.00	12.45
 	 	 	 	 	 	 	 	 	 
2020-09-18	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-13700股	4.35	-59,595.00	-2,657.80	11.92
 	 	 	 	 	 	 	 	 	 
2020-10-15	09:35:00	中小100ETF华夏(159902.XSHE)	买	市价单	13100股	4.546	59,552.60	0.00	11.91
 	 	 	 	 	 	 	 	 	 
2020-10-19	09:35:00	中小100ETF华夏(159902.XSHE)	卖	市价单	-13100股	4.502	-58,976.20	-576.40	11.80
2020-10-19	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	22300股	2.646	59,005.80	0.00	11.80
 	 	 	 	 	 	 	 	 	 
2020-10-26	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-22300股	2.485	-55,415.50	-3,590.30	11.08
2020-10-26	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	8200股	6.75	55,350.00	0.00	11.07
 	 	 	 	 	 	 	 	 	 
2020-10-27	09:35:00	深证100ETF易方达(159901.XSHE)	卖	市价单	-8200股	6.848	-56,153.60	803.60	11.23
2020-10-27	09:35:00	红利ETF工银(159905.XSHE)	买	市价单	23500股	2.396	56,306.00	0.00	11.26
 	 	 	 	 	 	 	 	 	 
2020-11-26	09:35:00	红利ETF工银(159905.XSHE)	卖	市价单	-23500股	2.645	-62,157.50	5,851.50	12.43
2020-11-26	09:35:00	能源ETF(159930.XSHE)	买	市价单	83400股	0.687	57,295.80	0.00	11.46
 	 	 	 	 	 	 	 	 	 
2020-12-15	09:35:00	能源ETF(159930.XSHE)	卖	市价单	-83400股	0.638	-53,209.20	-4,086.60	10.64
2020-12-15	09:35:00	消费ETF(159928.XSHE)	买	市价单	11900股	4.881	58,083.90	0.00	11.62
 	 	 	 	 	 	 	 	 	 
2020-12-24	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-11900股	4.938	-58,762.20	678.30	11.75
2020-12-24	09:35:00	医药ETF(159929.XSHE)	买	市价单	25200股	2.33	58,716.00	0.00	11.74
 	 	 	 	 	 	 	 	 	 
2020-12-31	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-25200股	2.358	-59,421.60	705.60	11.88
2020-12-31	09:35:00	消费ETF(159928.XSHE)	买	市价单	11400股	5.175	58,995.00	0.00	11.80
 	 	 	 	 	 	 	 	 	 
2021-01-11	09:35:00	消费ETF(159928.XSHE)	卖	市价单	-11400股	5.509	-62,802.60	3,807.60	12.56
2021-01-11	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	19800股	3.017	59,736.60	0.00	11.95
 	 	 	 	 	 	 	 	 	 
2021-01-12	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-19800股	2.984	-59,083.20	-653.40	11.82
2021-01-12	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	7100股	8.351	59,292.10	0.00	11.86
 	 	 	 	 	 	 	 	 	 
2021-01-13	09:35:00	深证100ETF易方达(159901.XSHE)	卖	市价单	-7100股	8.634	-61,301.40	2,009.30	12.26
2021-01-13	09:35:00	红利ETF工银(159905.XSHE)	买	市价单	19900股	2.995	59,600.50	0.00	11.92
 	 	 	 	 	 	 	 	 	 
2021-01-15	09:35:00	红利ETF工银(159905.XSHE)	卖	市价单	-19900股	2.892	-57,550.80	-2,049.70	11.51
2021-01-15	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	20100股	2.977	59,837.70	0.00	11.97
 	 	 	 	 	 	 	 	 	 
2021-01-19	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-20100股	3.034	-60,983.40	1,145.70	12.20
2021-01-19	09:35:00	深证100ETF易方达(159901.XSHE)	买	市价单	0股	--	0.00	0.00	0.00
 	 	 	 	 	 	 	 	 	 
2021-01-22	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	18700股	3.192	59,690.40	0.00	11.94
 	 	 	 	 	 	 	 	 	 
2021-01-28	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-18700股	3.116	-58,269.20	-1,421.20	11.65
2021-01-28	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	45400股	1.317	59,791.80	0.00	11.96
 	 	 	 	 	 	 	 	 	 
2021-01-29	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-45400股	1.29	-58,566.00	-1,225.80	11.71
2021-01-29	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	19300股	3.093	59,694.90	0.00	11.94
 	 	 	 	 	 	 	 	 	 
2021-02-05	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-19300股	3.101	-59,849.30	154.40	11.97
2021-02-05	09:35:00	医药ETF(159929.XSHE)	买	市价单	23600股	2.523	59,542.80	0.00	11.91
 	 	 	 	 	 	 	 	 	 
2021-02-19	09:35:00	医药ETF(159929.XSHE)	卖	市价单	-23600股	2.64	-62,304.00	2,761.20	12.46
2021-02-19	09:35:00	红利ETF工银(159905.XSHE)	买	市价单	19100股	3.121	59,611.10	0.00	11.92
 	 	 	 	 	 	 	 	 	 
2021-03-08	09:35:00	红利ETF工银(159905.XSHE)	卖	市价单	-19100股	2.843	-54,301.30	-5,309.80	10.86
2021-03-08	09:35:00	中证500ETF嘉实(159922.XSHE)	买	市价单	8200股	7.101	58,228.20	0.00	11.65
 	 	 	 	 	 	 	 	 	 
2021-03-10	09:35:00	中证500ETF嘉实(159922.XSHE)	卖	市价单	-8200股	6.763	-55,456.60	-2,771.60	11.09
 	 	 	 	 	 	 	 	 	 
2021-04-08	09:35:00	中证500ETF嘉实(159922.XSHE)	买	市价单	8000股	6.938	55,504.00	0.00	11.10
 	 	 	 	 	 	 	 	 	 
2021-04-09	09:35:00	中证500ETF嘉实(159922.XSHE)	卖	市价单	-8000股	6.976	-55,808.00	304.00	11.16
2021-04-09	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	20400股	2.726	55,610.40	0.00	11.12
 	 	 	 	 	 	 	 	 	 
2021-04-12	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-20400股	2.68	-54,672.00	-938.40	10.93
2021-04-12	09:35:00	半导体ETF(159813.XSHE)	买	市价单	48600股	1.129	54,869.40	0.00	10.97
 	 	 	 	 	 	 	 	 	 
2021-04-14	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-48600股	1.095	-53,217.00	-1,652.40	10.64
2021-04-14	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	45700股	1.166	53,286.20	0.00	10.66
 	 	 	 	 	 	 	 	 	 
2021-04-23	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-45700股	1.183	-54,063.10	776.90	10.81
2021-04-23	09:35:00	科技ETF易方达(159807.XSHE)	买	市价单	34400股	1.567	53,904.80	0.00	10.78
 	 	 	 	 	 	 	 	 	 
2021-04-27	09:35:00	科技ETF易方达(159807.XSHE)	卖	市价单	-34400股	1.557	-53,560.80	-344.00	10.71
2021-04-27	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	26400股	2.026	53,486.40	0.00	10.70
 	 	 	 	 	 	 	 	 	 
2021-04-30	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-26400股	2.043	-53,935.20	448.80	10.79
2021-04-30	09:35:00	创业板ETF易方达(159915.XSHE)	买	市价单	18300股	2.954	54,058.20	0.00	10.81
 	 	 	 	 	 	 	 	 	 
2021-05-07	09:35:00	创业板ETF易方达(159915.XSHE)	卖	市价单	-18300股	2.897	-53,015.10	-1,043.10	10.60
2021-05-07	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	25700股	2.061	52,967.70	0.00	10.59
 	 	 	 	 	 	 	 	 	 
2021-05-14	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-25700股	1.976	-50,783.20	-2,184.50	10.16
2021-05-14	09:35:00	创业大盘ETF西部利得(159814.XSHE)	买	市价单	86200股	0.59	50,858.00	0.00	10.17
 	 	 	 	 	 	 	 	 	 
2021-05-28	09:35:00	创业大盘ETF西部利得(159814.XSHE)	卖	市价单	-86200股	0.644	-55,512.80	4,654.80	11.10
2021-05-28	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	24100股	2.264	54,562.40	0.00	10.91
 	 	 	 	 	 	 	 	 	 
2021-06-03	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-24100股	2.369	-57,092.90	2,530.50	11.42
2021-06-03	09:35:00	创业大盘ETF西部利得(159814.XSHE)	买	市价单	89600股	0.647	57,971.20	0.00	11.59
 	 	 	 	 	 	 	 	 	 
2021-06-07	09:35:00	创业大盘ETF西部利得(159814.XSHE)	卖	市价单	-89600股	0.638	-57,164.80	-806.40	11.43
2021-06-07	09:35:00	半导体ETF(159813.XSHE)	买	市价单	45400股	1.257	57,067.80	0.00	11.41
 	 	 	 	 	 	 	 	 	 
2021-06-11	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-45400股	1.266	-57,476.40	408.60	11.50
2021-06-11	09:35:00	5GETF博时(159811.XSHE)	买	市价单	52000股	1.105	57,460.00	0.00	11.49
 	 	 	 	 	 	 	 	 	 
2021-06-15	09:35:00	5GETF博时(159811.XSHE)	卖	市价单	-52000股	1.109	-57,668.00	208.00	11.53
2021-06-15	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	43000股	1.341	57,663.00	0.00	11.53
 	 	 	 	 	 	 	 	 	 
2021-06-16	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-43000股	1.348	-57,964.00	301.00	11.59
2021-06-16	09:35:00	半导体ETF(159813.XSHE)	买	市价单	45400股	1.277	57,975.80	0.00	11.60
 	 	 	 	 	 	 	 	 	 
2021-06-17	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-45400股	1.243	-56,432.20	-1,543.60	11.29
2021-06-17	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	24200股	2.322	56,192.40	0.00	11.24
 	 	 	 	 	 	 	 	 	 
2021-06-18	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-24200股	2.408	-58,273.60	2,081.20	11.65
2021-06-18	09:35:00	半导体ETF(159813.XSHE)	买	市价单	43500股	1.344	58,464.00	0.00	11.69
 	 	 	 	 	 	 	 	 	 
2021-06-22	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-43500股	1.329	-57,811.50	-652.50	11.56
2021-06-22	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	23500股	2.455	57,692.50	0.00	11.54
 	 	 	 	 	 	 	 	 	 
2021-07-08	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-23500股	2.954	-69,419.00	11,726.50	13.88
2021-07-08	09:35:00	5GETF博时(159811.XSHE)	买	市价单	52800股	1.206	63,676.80	0.00	12.74
 	 	 	 	 	 	 	 	 	 
2021-07-16	09:35:00	5GETF博时(159811.XSHE)	卖	市价单	-52800股	1.181	-62,356.80	-1,320.00	12.47
2021-07-16	09:35:00	半导体ETF(159813.XSHE)	买	市价单	43100股	1.479	63,744.90	0.00	12.75
 	 	 	 	 	 	 	 	 	 
2021-07-28	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-43100股	1.576	-67,925.60	4,180.70	13.59
2021-07-28	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	22100股	2.881	63,670.10	0.00	12.73
 	 	 	 	 	 	 	 	 	 
2021-07-29	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-22100股	2.956	-65,327.60	1,657.50	13.07
2021-07-29	09:35:00	半导体ETF(159813.XSHE)	买	市价单	39500股	1.611	63,634.50	0.00	12.73
 	 	 	 	 	 	 	 	 	 
2021-08-18	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-39500股	1.532	-60,514.00	-3,120.50	12.10
2021-08-18	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	23600股	2.999	70,776.40	0.00	14.16
 	 	 	 	 	 	 	 	 	 
2021-08-19	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-23600股	2.994	-70,658.40	-118.00	14.13
2021-08-19	09:35:00	中证500ETF天弘(159820.XSHE)	买	市价单	65200股	1.083	70,611.60	0.00	14.12
 	 	 	 	 	 	 	 	 	 
2021-08-31	09:35:00	中证500ETF天弘(159820.XSHE)	卖	市价单	-65200股	1.124	-73,284.80	2,673.20	14.66
2021-08-31	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	22900股	3.19	73,051.00	0.00	14.61
 	 	 	 	 	 	 	 	 	 
2021-09-03	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-22900股	3.062	-70,119.80	-2,931.20	14.02
 	 	 	 	 	 	 	 	 	 
2021-09-09	09:35:00	中证500ETF天弘(159820.XSHE)	买	市价单	59500股	1.182	70,329.00	0.00	14.07
 	 	 	 	 	 	 	 	 	 
2021-09-28	09:35:00	中证500ETF天弘(159820.XSHE)	卖	市价单	-59500股	1.124	-66,878.00	-3,451.00	13.38
2021-09-28	09:35:00	传媒ETF(159805.XSHE)	买	市价单	70900股	0.943	66,858.70	0.00	13.37
 	 	 	 	 	 	 	 	 	 
2021-10-08	09:35:00	传媒ETF(159805.XSHE)	卖	市价单	-70900股	0.94	-66,646.00	-212.70	13.33
2021-10-08	09:35:00	中证500ETF天弘(159820.XSHE)	买	市价单	58500股	1.128	65,988.00	0.00	13.20
 	 	 	 	 	 	 	 	 	 
2021-10-11	09:35:00	中证500ETF天弘(159820.XSHE)	卖	市价单	-58500股	1.109	-64,876.50	-1,111.50	12.98
 	 	 	 	 	 	 	 	 	 
2021-10-15	09:35:00	农业ETF银华(159827.XSHE)	买	市价单	65300股	1.002	65,430.60	0.00	13.09
 	 	 	 	 	 	 	 	 	 
2021-10-27	09:35:00	农业ETF银华(159827.XSHE)	卖	市价单	-65300股	1.006	-65,691.80	261.20	13.14
2021-10-27	09:35:00	新经济ETF银华(159822.XSHE)	买	市价单	76300股	0.861	65,694.30	0.00	13.14
 	 	 	 	 	 	 	 	 	 
2021-10-29	09:35:00	新经济ETF银华(159822.XSHE)	卖	市价单	-76300股	0.855	-65,236.50	-457.80	13.05
2021-10-29	09:35:00	新能源车ETF(159806.XSHE)	买	市价单	19100股	3.401	64,959.10	0.00	12.99
 	 	 	 	 	 	 	 	 	 
2021-11-11	09:35:00	新能源车ETF(159806.XSHE)	卖	市价单	-19100股	3.383	-64,615.30	-343.80	12.92
2021-11-11	09:35:00	半导体ETF(159813.XSHE)	买	市价单	61200股	1.059	64,810.80	0.00	12.96
 	 	 	 	 	 	 	 	 	 
2021-11-12	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-61200股	1.074	-65,728.80	918.00	13.15
2021-11-12	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	38800股	1.682	65,261.60	0.00	13.05
 	 	 	 	 	 	 	 	 	 
2021-11-15	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-38800股	1.695	-65,766.00	504.40	13.15
2021-11-15	09:35:00	半导体ETF(159813.XSHE)	买	市价单	60100股	1.087	65,328.70	0.00	13.07
 	 	 	 	 	 	 	 	 	 
2021-11-17	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-60100股	1.041	-62,564.10	-2,764.60	12.51
2021-11-17	09:35:00	传媒ETF(159805.XSHE)	买	市价单	59900股	1.059	63,434.10	0.00	12.69
 	 	 	 	 	 	 	 	 	 
2021-12-01	09:35:00	传媒ETF(159805.XSHE)	卖	市价单	-59900股	0.995	-59,600.50	-3,833.60	11.92
2021-12-01	09:35:00	5GETF博时(159811.XSHE)	买	市价单	48800股	1.219	59,487.20	0.00	11.90
 	 	 	 	 	 	 	 	 	 
2021-12-22	09:35:00	5GETF博时(159811.XSHE)	卖	市价单	-48800股	1.249	-60,951.20	1,464.00	12.19
2021-12-22	09:35:00	传媒ETF(159805.XSHE)	买	市价单	54500股	1.097	59,786.50	0.00	11.96
 	 	 	 	 	 	 	 	 	 
2022-01-21	09:35:00	传媒ETF(159805.XSHE)	卖	市价单	-54500股	1.107	-60,331.50	545.00	12.07
2022-01-21	09:35:00	新经济ETF银华(159822.XSHE)	买	市价单	79800股	0.771	61,525.80	0.00	12.31
 	 	 	 	 	 	 	 	 	 
2022-02-09	09:35:00	新经济ETF银华(159822.XSHE)	卖	市价单	-79800股	0.731	-58,333.80	-3,192.00	11.67
 	 	 	 	 	 	 	 	 	 
2022-02-28	09:35:00	农业ETF(159825.XSHE)	买	市价单	58100股	0.972	56,473.20	0.00	11.29
 	 	 	 	 	 	 	 	 	 
2022-03-09	09:35:00	农业ETF(159825.XSHE)	卖	市价单	-58100股	0.925	-53,742.50	-2,730.70	10.75
2022-03-09	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	40000股	1.388	55,520.00	0.00	11.10
 	 	 	 	 	 	 	 	 	 
2022-03-16	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-40000股	1.323	-52,920.00	-2,600.00	10.58
2022-03-16	09:35:00	半导体ETF(159813.XSHE)	买	市价单	62100股	0.852	52,909.20	0.00	10.58
 	 	 	 	 	 	 	 	 	 
2022-03-17	09:35:00	半导体ETF(159813.XSHE)	卖	市价单	-62100股	0.903	-56,076.30	3,167.10	11.22
2022-03-17	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	39900股	1.405	56,059.50	0.00	11.21
 	 	 	 	 	 	 	 	 	 
2022-03-21	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-39900股	1.387	-55,341.30	-718.20	11.07
 	 	 	 	 	 	 	 	 	 
2022-04-08	09:35:00	新经济ETF银华(159822.XSHE)	买	市价单	88100股	0.629	55,414.90	0.00	11.08
 	 	 	 	 	 	 	 	 	 
2022-04-22	09:35:00	新经济ETF银华(159822.XSHE)	卖	市价单	-88100股	0.569	-50,128.90	-5,286.00	10.03
 	 	 	 	 	 	 	 	 	 
2022-05-19	09:35:00	电池ETF(159755.XSHE)	买	市价单	50400股	0.992	49,996.80	0.00	10.00
 	 	 	 	 	 	 	 	 	 
2022-05-30	09:35:00	电池ETF(159755.XSHE)	卖	市价单	-50400股	0.995	-50,148.00	151.20	10.03
2022-05-30	09:35:00	智能车ETF泰康(159720.XSHE)	买	市价单	63000股	0.794	50,022.00	0.00	10.00
 	 	 	 	 	 	 	 	 	 
2022-06-02	09:35:00	智能车ETF泰康(159720.XSHE)	卖	市价单	-63000股	0.825	-51,975.00	1,953.00	10.40
2022-06-02	09:35:00	芯片ETF广发(159801.XSHE)	买	市价单	43800股	1.164	50,983.20	0.00	10.20
 	 	 	 	 	 	 	 	 	 
2022-06-06	09:35:00	芯片ETF广发(159801.XSHE)	卖	市价单	-43800股	1.196	-52,384.80	1,401.60	10.48
